,label,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,azimuth,pitch,roll,max_acc_x,max_acc_y,max_acc_z,max_gyro_x,max_gyro_y,max_gyro_z,max_azimuth,max_pitch,max_roll,min_acc_x,min_acc_y,min_acc_z,min_gyro_x,min_gyro_y,min_gyro_z,min_azimuth,min_pitch,min_roll,jerk_acc_x,jerk_acc_y,jerk_acc_z,jerk_gyro_x,jerk_gyro_y,jerk_gyro_z,jerk_azimuth,jerk_pitch,jerk_roll,JerkMagAcc,JerkMagGyro,JerkMagOrient,F_acc_x,F_acc_y,F_acc_z,F_gyro_x,F_gyro_y,F_gyro_z,F_azimuth,F_pitch,F_roll,Fmax_acc_x,Fmax_acc_y,Fmax_acc_z,Fmax_gyro_x,Fmax_gyro_y,Fmax_gyro_z,Fmax_azimuth,Fmax_pitch,Fmax_roll,Fmin_acc_x,Fmin_acc_y,Fmin_acc_z,Fmin_gyro_x,Fmin_gyro_y,Fmin_gyro_z,Fmin_azimuth,Fmin_pitch,Fmin_roll,jerk_Facc_x,jerk_Facc_y,jerk_Facc_z,jerk_Fgyro_x,jerk_Fgyro_y,jerk_Fgyro_z,jerk_Fazimuth,jerk_Fpitch,jerk_Froll,F_JerkMagAcc,F_JerkMagGyro,F_JerkMagOrient
0,A1,-0.42480000000000007,9.7736,-1.0776,0.2123999999999998,-1.5088000000000006,1.878,-16.3252,-40.876,-22.086799999999997,2.36,14.64,0.65,49.0,50.94,26.0,-11.25,-24.25,-5.75,-4.01,5.28,-5.02,-61.13,-49.63,-21.37,-20.37,-57.69,-33.75,-2.8320000000000007,65.15733333333334,-7.183999999999999,1.4159999999999988,-10.05866666666667,12.52,-108.83466666666666,-272.50666666666666,-147.24533333333332,65.61332309151177,16.122413935608748,328.30786806695124,6.185732839552787,17.083810079699607,6.932752485802053,89.65687089864215,95.93457065423337,57.60702056020705,26.500533663691932,76.31811179308525,47.54319595831843,13.847661719376152,244.34000000000003,26.94,150.00948282059548,355.5474016734658,178.26143421426661,408.13,1021.9,552.1700000000001,1.048653408895153,1.5622504124176115,2.38843263973713,5.310000000000002,37.68226827404205,17.10081270451406,4.09831020713569,12.863474561761345,2.6415004842621026,41.23821893035191,113.89206719799738,46.21834990534702,597.7124726576144,639.5638043615559,384.04680373471365,176.67022442461288,508.7874119539017,316.95463972212286,129.64617055337143,955.9257331397432,624.9297899783408
0,A13,-0.5873333333333334,7.016,-5.809333333333333,-2.9419999999999997,-0.3,0.2826666666666668,-9.430666666666667,-42.71333333333334,-5.404,0.0,9.67,-1.2,53.81,16.25,6.44,-6.38,-32.25,18.69,-1.12,3.41,-9.54,-58.88,-14.31,-5.63,-13.38,-47.88,-29.69,-3.915555555555556,46.77333333333333,-38.72888888888889,-19.613333333333333,-2.0,1.8844444444444453,-62.87111111111112,-284.7555555555556,-36.02666666666667,60.85230579844657,19.80489776062078,293.8306038233763,1.5421328686360039,11.061838500380714,11.59098476324829,91.11884810438904,30.637192506876985,12.089191823484635,14.902657143024918,56.45731431059513,38.05476332709425,8.81,105.24,87.14,307.8908516233906,52.61742026166223,26.725081558719147,141.45999999999998,640.7,164.27483040590758,0.24269322199023197,0.7893415751326535,0.8322333355248752,25.124434184910438,4.499999999999998,4.24,0.36410508805703456,3.1714954325671014,3.799663594366378,10.280885790906693,73.7455900025381,77.2732317549886,607.4589873625937,204.24795004584658,80.59461215656424,99.35104762016613,376.3820954039675,253.69842218062834,107.3091841518157,645.9250250100126,464.6471799342445
0,A9,-0.915625,8.6675,-1.585,-3.343750000000001,2.90625,1.7306249999999999,44.33,-14.691875,-22.37125,1.14,10.12,4.51,50.19,55.25,42.25,47.69,-7.56,-12.75,-2.19,4.6,-6.27,-69.37,-16.56,-16.06,36.75,-24.19,-31.69,-6.104166666666667,57.78333333333334,-10.566666666666666,-22.291666666666675,19.375,11.5375,295.53333333333336,-97.94583333333334,-149.14166666666668,59.05784373180247,31.708404785289627,345.2196027380012,3.606793057159739,13.998249277842572,11.44691762760634,86.92986339470961,61.39488506405091,45.86719920794879,54.864784561570914,28.616629973003448,36.60054636202517,14.649999999999999,138.68,25.360000000000003,172.73325598454687,84.05549998458784,62.706062318891064,709.28,235.07,357.94,1.5439698271317606,2.7339451369243566,5.786521917408272,27.587406547191062,43.95865094683064,22.71,1.6360138573747984,2.950000000000003,3.4944575216924405,24.045287047731595,93.32166185228381,76.31278418404227,579.5324226313975,409.2992337603394,305.7813280529919,365.7652304104728,190.77753315335633,244.00364241350115,122.92578830335002,772.5839192111554,479.2891073708665
0,A6,-1.1372222222222221,9.206111111111111,-1.8777777777777775,2.4788888888888887,-0.9272222222222223,0.7172222222222221,33.67777777777778,-20.73888888888889,-20.607777777777777,-0.28,11.88,2.93,116.37,11.31,24.06,47.75,-7.06,-10.56,-2.48,7.42,-5.79,-77.56,-16.06,-10.94,20.5,-29.25,-26.0,-7.5814814814814815,61.37407407407408,-12.518518518518517,16.525925925925925,-6.181481481481482,4.781481481481481,224.51851851851853,-138.25925925925927,-137.38518518518518,63.094921632429894,18.280577293204924,297.31948647378806,3.029636583206677,12.860045113803238,9.935457770730546,148.25131674550866,23.356433425536906,28.46132386207611,56.751808631984176,39.735640608804346,34.46285369663242,20.47,165.71,33.8,441.7833055556418,43.904839757611136,46.32541850863302,606.2,373.3,370.94,0.8311221983919813,2.095599706520745,1.0466922497150735,12.120000000000019,2.993588518674353,6.904221787173794,1.0600000000000058,1.6296318602678415,0.4682242095902062,20.19757722137785,85.73363409202159,66.23638513820364,988.3421116367244,155.70955617024606,189.7421590805074,378.3453908798945,264.9042707253623,229.75235797754948,110.20642838062857,1018.3652009224427,515.8542947818116
0,A6,-0.7821428571428571,9.217857142857143,-2.0949999999999998,0.07071428571428637,-0.22428571428571434,-0.22428571428571434,37.02285714285715,-20.415,-19.660714285714285,1.65,11.15,1.17,94.62,12.5,19.5,48.06,-8.25,-8.88,-2.32,7.55,-6.04,-99.44,-13.5,-22.44,21.25,-30.06,-26.5,-5.214285714285714,61.452380952380956,-13.966666666666665,0.4714285714285758,-1.4952380952380957,-1.4952380952380957,246.81904761904767,-136.1,-131.07142857142858,63.234892883632966,2.1664992085993675,310.84171479280064,3.602543435462043,12.39555124098923,9.35317670900662,155.73548783113662,22.724121744190082,33.018129300158996,57.80444823441797,39.36315073671629,34.73860051185394,10.95,129.04999999999998,29.33,393.78957917441795,39.57876042086125,64.9652329727645,518.3199999999999,285.81,275.25,1.0375680081506478,0.3411070331319868,1.345422096598581,0.9900000000000091,3.139999999999997,3.1400000000000006,1.4505677361898293,0.3752583646824322,1.135786188983272,24.016956236413623,82.63700827326153,62.35451139337747,1038.236585540911,151.4941449612672,220.12086200105998,385.36298822945315,262.42100491144197,231.59067007902627,106.27217140118924,1072.072235160152,520.5801138955627
0,A2,0.031666666666666586,10.112499999999999,-1.0291666666666666,-5.125,-3.879166666666667,0.9841666666666669,23.4725,-24.223333333333333,16.7825,4.17,11.67,0.63,29.12,18.31,32.25,28.5,-19.0,31.75,-4.82,8.14,-5.62,-65.0,-51.06,-17.37,16.87,-38.06,4.69,0.21111111111111058,67.41666666666666,-6.861111111111111,-34.16666666666667,-25.861111111111114,6.561111111111113,156.48333333333335,-161.48888888888888,111.88333333333333,67.76522971277151,43.34981381764738,251.16443841327694,6.045130818096819,12.992717946408412,6.874512331435199,81.59707585357627,60.2495943053897,42.59088261951449,31.15411315750111,39.81978646939545,43.26632618929853,15.999999999999998,121.35000000000001,12.35,99.5272123592337,88.43897613609059,70.102670419892,281.67,290.68,201.39,0.3799999999999999,0.958592718520222,1.3699512929857471,55.859999999999985,32.3788773674746,11.810000000000002,1.3247097047075396,7.737073368252239,11.510000000000007,40.300872120645465,86.61811964272275,45.83008220956799,543.9805056905085,401.6639620359313,283.93921746342994,207.6940877166741,265.465243129303,288.44217459532354,105.95874376124611,733.3963513567875,443.6299330156167
0,A2,-0.7107692307692308,9.379999999999999,-0.4707692307692308,-10.706153846153846,-1.4261538461538454,-2.4576923076923083,-17.326923076923077,-42.89076923076924,-22.283076923076923,3.39,10.78,0.93,25.62,32.13,36.19,-11.75,-22.25,-7.25,-2.36,8.1,-2.53,-90.19,-55.5,-40.69,-22.75,-55.25,-28.75,-4.738461538461539,62.53333333333333,-3.1384615384615384,-71.37435897435898,-9.507692307692304,-16.38461538461539,-115.51282051282051,-285.9384615384616,-148.55384615384617,62.79108803291801,73.84545316619152,342.30433929021405,5.661271833278094,12.216343580146068,3.622323687395607,103.93486790242653,71.32580596155687,62.01380749024178,26.911999177036535,73.61484730431988,39.59390981132834,9.239999999999998,121.94000000000001,6.119999999999999,182.90211193016512,132.5353587103674,158.2890093752904,225.25,557.5799999999999,289.68,4.3541454601668885,1.2486743858445482,1.3854647631240111,3.5757248729718762,18.54,14.476434626587821,3.7025735500621835,13.371266582779564,9.015236754902483,37.74181222185396,81.44229053430712,24.14882458263738,692.8991193495102,475.5053730770458,413.42538326827855,179.41332784691025,490.76564869546587,263.9593987421889,92.9540575014731,936.5549086684615,585.4183361775767
0,A1,0.03500000000000003,9.841875,-0.5900000000000001,0.496875,-15.863750000000001,-8.43625,20.09,-30.488125,24.45375,2.79,17.46,1.13,72.0,65.12,20.19,25.25,-19.75,35.88,-1.43,7.16,-5.44,-33.81,-87.06,-108.94,13.0,-48.19,9.06,0.23333333333333356,65.6125,-3.933333333333334,3.3125,-105.75833333333334,-56.24166666666667,133.93333333333334,-203.25416666666666,163.025,65.73070600416182,119.82872274683933,292.96338452123825,3.5781103775074583,17.8846615837687,5.980075499751275,81.472371034254,150.2913612968373,117.4272826183764,32.96981132023882,57.18425922262891,47.315344476842164,8.298384220458578,157.47,9.440000000000001,160.81,257.1083035959514,168.2514673333747,321.44,487.81,391.26,0.5600000000000003,4.742471822734547,1.9064626930522413,7.949999999999989,32.56,58.12,2.5550676378789707,10.189999999999998,1.9048456805718297,23.854069183383057,119.23107722512468,39.867169998341836,543.14914022836,1001.942408645582,782.848550789176,219.79874213492548,381.22839481752607,315.4356298456144,127.96271971377429,1382.6609968629439,541.4297855080957
0,A14,-0.20000000000000004,8.961666666666666,-1.0391666666666666,-6.099166666666666,5.786666666666666,-1.6141666666666667,23.2975,-18.80666666666667,16.0,1.73,11.2,0.91,65.25,63.0,25.94,26.0,-15.0,33.38,-2.7,3.26,-3.28,-63.94,-43.38,-46.13,19.69,-29.75,3.06,-1.3333333333333337,59.74444444444444,-6.927777777777777,-40.66111111111111,38.577777777777776,-10.761111111111113,155.31666666666666,-125.3777777777778,106.66666666666667,60.159542257993934,57.073394917486794,226.3197558383184,3.975017245826532,15.63112638723851,4.762661343644792,103.47063159941325,85.80101071196066,67.88233080862386,29.439698064472868,31.881992997806126,44.02379991584374,6.58800425015042,107.53999999999999,12.469999999999999,135.1568339153674,119.82,102.17532654585308,279.57,225.68,192.0,1.971510658313868,2.2000000000000033,1.853887806745597,62.78999999999999,47.675006524009746,19.36999999999999,0.9499999999999951,6.553362285971929,13.760000000000009,26.50011497217688,104.20750924825674,31.751075624298615,689.804210662755,572.0067380797377,452.5488720574924,196.26465376315247,212.54661998537418,293.49199943895826,112.11419125411393,1003.9034012579084,412.1085217738826
0,A14,-0.38899999999999996,11.727,-2.538,25.058,13.713,13.401,-18.474,-45.451,-21.974,3.59,25.2,-0.57,271.63,115.25,161.88,-10.69,-27.87,-18.5,-4.6,9.05,-10.23,-73.12,-25.44,-19.19,-23.5,-50.19,-29.19,-2.5933333333333333,78.18,-16.919999999999998,167.05333333333334,91.42,89.34,-123.16000000000001,-303.00666666666666,-146.49333333333334,80.0320197032274,210.3474938709225,358.38767048484743,5.870230133637857,25.411092336843943,10.370588550135512,277.9358123630136,119.5709635965751,163.26091929638693,27.983313752379292,64.76004152221438,31.100624413643125,12.669999999999998,117.27,25.380000000000003,338.9434182931025,164.9622208400945,180.54226529798382,184.74,454.51,219.74,3.746408361777163,11.069999999999999,5.500000000000001,136.2,70.26888564204157,134.01,1.8818261392146678,11.009999999999994,4.193672707515376,39.134867557585714,169.4072822456263,69.13725700090342,1852.9054157534242,797.1397573105007,1088.4061286425797,186.55542501586194,431.73361014809586,207.33749609095418,187.1104632087902,2292.011817875323,513.9899551738569
